nohup: ignoring input
Processing sample: SBCC056
Running GATK HaplotypeCaller for SBCC056
13:56:37.776 WARN  GATKReadFilterPluginDescriptor - Redundant enabled filter (NotSecondaryAlignmentReadFilter) is enabled for this tool by default
13:56:37.797 WARN  GATKAnnotationPluginDescriptor - Redundant enabled annotation group (StandardAnnotation) is enabled for this tool by default
13:56:37.969 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/home/contrera/soft/gatk-4.3.0.0/gatk-package-4.3.0.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
13:56:38.253 INFO  HaplotypeCaller - ------------------------------------------------------------
13:56:38.254 INFO  HaplotypeCaller - The Genome Analysis Toolkit (GATK) v4.3.0.0
13:56:38.255 INFO  HaplotypeCaller - For support and documentation go to https://software.broadinstitute.org/gatk/
13:56:38.255 INFO  HaplotypeCaller - Executing as hamzaamhal@selva on Linux v6.1.0-23-amd64 amd64
13:56:38.255 INFO  HaplotypeCaller - Java runtime: OpenJDK 64-Bit Server VM v17.0.11-internal+0-adhoc..src
13:56:38.256 INFO  HaplotypeCaller - Start Date/Time: May 22, 2025 at 1:56:37 PM CEST
13:56:38.256 INFO  HaplotypeCaller - ------------------------------------------------------------
13:56:38.256 INFO  HaplotypeCaller - ------------------------------------------------------------
13:56:38.258 INFO  HaplotypeCaller - HTSJDK Version: 3.0.1
13:56:38.258 INFO  HaplotypeCaller - Picard Version: 2.27.5
13:56:38.259 INFO  HaplotypeCaller - Built for Spark Version: 2.4.5
13:56:38.259 INFO  HaplotypeCaller - HTSJDK Defaults.COMPRESSION_LEVEL : 2
13:56:38.259 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
13:56:38.260 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
13:56:38.260 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
13:56:38.260 INFO  HaplotypeCaller - Deflater: IntelDeflater
13:56:38.261 INFO  HaplotypeCaller - Inflater: IntelInflater
13:56:38.261 INFO  HaplotypeCaller - GCS max retries/reopens: 20
13:56:38.261 INFO  HaplotypeCaller - Requester pays: disabled
13:56:38.261 INFO  HaplotypeCaller - Initializing engine
13:56:38.579 INFO  HaplotypeCaller - Done initializing engine
13:56:38.584 INFO  HaplotypeCallerEngine - Tool is in reference confidence mode and the annotation, the following changes will be made to any specified annotations: 'StrandBiasBySample' will be enabled. 'ChromosomeCounts', 'FisherStrand', 'StrandOddsRatio' and 'QualByDepth' annotations have been disabled
13:56:38.605 INFO  HaplotypeCallerEngine - Standard Emitting and Calling confidence set to -0.0 for reference-model confidence output
13:56:38.605 INFO  HaplotypeCallerEngine - All sites annotated with PLs forced to true for reference-model confidence output
13:56:38.633 INFO  NativeLibraryLoader - Loading libgkl_utils.so from jar:file:/home/contrera/soft/gatk-4.3.0.0/gatk-package-4.3.0.0-local.jar!/com/intel/gkl/native/libgkl_utils.so
13:56:38.637 INFO  NativeLibraryLoader - Loading libgkl_pairhmm_omp.so from jar:file:/home/contrera/soft/gatk-4.3.0.0/gatk-package-4.3.0.0-local.jar!/com/intel/gkl/native/libgkl_pairhmm_omp.so
13:56:38.667 INFO  IntelPairHmm - Flush-to-zero (FTZ) is enabled when running PairHMM
13:56:38.669 INFO  IntelPairHmm - Available threads: 1
13:56:38.669 INFO  IntelPairHmm - Requested threads: 7
13:56:38.669 WARN  IntelPairHmm - Using 1 available threads, but 7 were requested
13:56:38.670 INFO  PairHMM - Using the OpenMP multi-threaded AVX-accelerated native PairHMM implementation
13:56:38.764 INFO  ProgressMeter - Starting traversal
13:56:38.765 INFO  ProgressMeter -        Current Locus  Elapsed Minutes     Regions Processed   Regions/Minute
16:50:52.132 INFO  ProgressMeter -    chr1H_1:234966939            174.2               2075040          11910.3
16:51:03.259 INFO  ProgressMeter -    chr1H_1:235278406            174.4               2076280          11904.7
16:51:13.332 INFO  ProgressMeter -    chr1H_1:235399027            174.6               2076860          11896.6
16:51:23.362 INFO  ProgressMeter -    chr1H_1:236001746            174.7               2079140          11898.3
16:51:33.368 INFO  ProgressMeter -    chr1H_1:237084306            174.9               2083220          11910.2
16:51:43.629 INFO  ProgressMeter -    chr1H_1:237272762            175.1               2083970          11902.9
16:51:53.757 INFO  ProgressMeter -    chr1H_1:237478077            175.2               2084790          11896.1
16:52:03.883 INFO  ProgressMeter -    chr1H_1:237607662            175.4               2085380          11888.0
16:52:17.144 INFO  ProgressMeter -    chr1H_1:237714462            175.6               2085890          11876.0
16:52:27.186 INFO  ProgressMeter -    chr1H_1:237869491            175.8               2086540          11868.4
16:52:37.375 INFO  ProgressMeter -    chr1H_1:238061235            176.0               2087430          11862.0
16:52:47.765 INFO  ProgressMeter -    chr1H_1:238304764            176.2               2088360          11855.6
16:52:57.819 INFO  ProgressMeter -    chr1H_1:238504420            176.3               2089330          11849.8
16:53:07.849 INFO  ProgressMeter -    chr1H_1:238789145            176.5               2090620          11845.9
16:53:18.093 INFO  ProgressMeter -    chr1H_1:239078750            176.7               2091870          11841.5
16:53:29.022 INFO  ProgressMeter -    chr1H_1:239165231            176.8               2092280          11831.6
16:53:45.199 INFO  ProgressMeter -    chr1H_1:239240701            177.1               2092650          11815.7
16:53:56.192 INFO  ProgressMeter -    chr1H_1:239344189            177.3               2093140          11806.3
16:54:11.475 INFO  ProgressMeter -    chr1H_1:239355340            177.5               2093200          11789.7
16:54:21.807 INFO  ProgressMeter -    chr1H_1:239455946            177.7               2093720          11781.2
16:54:31.982 INFO  ProgressMeter -    chr1H_1:239695775            177.9               2094690          11775.4
16:54:41.992 INFO  ProgressMeter -    chr1H_1:240120128            178.1               2096580          11775.0
16:54:54.878 INFO  ProgressMeter -    chr1H_1:240343296            178.3               2097600          11766.5
16:55:05.489 INFO  ProgressMeter -    chr1H_1:240496670            178.4               2098220          11758.3
16:55:15.543 INFO  ProgressMeter -    chr1H_1:240594140            178.6               2098710          11750.0
16:55:26.116 INFO  ProgressMeter -    chr1H_1:240890692            178.8               2099970          11745.5
16:55:37.155 INFO  ProgressMeter -    chr1H_1:241023953            179.0               2100660          11737.3
16:55:47.374 INFO  ProgressMeter -    chr1H_1:241205748            179.1               2101530          11731.0
16:55:57.420 INFO  ProgressMeter -    chr1H_1:241394105            179.3               2102340          11724.6
16:56:07.433 INFO  ProgressMeter -    chr1H_1:241775752            179.5               2103930          11722.5
16:56:17.457 INFO  ProgressMeter -    chr1H_1:242051758            179.6               2105060          11717.9
16:56:27.786 INFO  ProgressMeter -    chr1H_1:242716663            179.8               2107550          11720.5
16:56:37.873 INFO  ProgressMeter -    chr1H_1:243742777            180.0               2111460          11731.3
16:56:48.454 INFO  ProgressMeter -    chr1H_1:243775370            180.2               2111600          11720.6
16:56:59.177 INFO  ProgressMeter -    chr1H_1:244306721            180.3               2114140          11723.1
16:57:10.622 INFO  ProgressMeter -    chr1H_1:244729945            180.5               2115830          11720.0
16:57:27.259 INFO  ProgressMeter -    chr1H_1:245289566            180.8               2117940          11713.7
16:57:43.329 INFO  ProgressMeter -    chr1H_1:245292295            181.1               2117960          11696.5
16:57:53.340 INFO  ProgressMeter -    chr1H_1:246096661            181.2               2120970          11702.4
16:58:03.673 INFO  ProgressMeter -    chr1H_1:246621434            181.4               2123010          11702.5
16:58:13.716 INFO  ProgressMeter -    chr1H_1:246689824            181.6               2123410          11693.9
16:58:23.944 INFO  ProgressMeter -    chr1H_1:246909903            181.8               2124460          11688.7
16:58:35.930 INFO  ProgressMeter -    chr1H_1:247014879            182.0               2124840          11678.0
16:58:46.534 INFO  ProgressMeter -    chr1H_1:247438575            182.1               2126510          11675.8
16:58:58.382 INFO  ProgressMeter -    chr1H_1:247656629            182.3               2127510          11668.7
16:59:10.196 INFO  ProgressMeter -    chr1H_1:247763169            182.5               2128020          11658.9
16:59:20.213 INFO  ProgressMeter -    chr1H_1:247970690            182.7               2129010          11653.6
16:59:30.230 INFO  ProgressMeter -    chr1H_1:248226729            182.9               2130290          11650.0
16:59:40.265 INFO  ProgressMeter -    chr1H_1:248558384            183.0               2131660          11646.8
16:59:50.276 INFO  ProgressMeter -    chr1H_1:249006248            183.2               2133320          11645.3
17:00:07.758 INFO  ProgressMeter -    chr1H_1:249506025            183.5               2135250          11637.3
17:00:17.792 INFO  ProgressMeter -    chr1H_1:249509417            183.7               2135270          11626.8
17:00:28.238 INFO  ProgressMeter -    chr1H_1:249695806            183.8               2136080          11620.2
17:00:38.267 INFO  ProgressMeter -    chr1H_1:250066056            184.0               2137650          11618.2
17:00:48.313 INFO  ProgressMeter -    chr1H_1:250179617            184.2               2138180          11610.5
17:01:02.866 INFO  ProgressMeter -    chr1H_1:250393342            184.4               2139090          11600.2
17:01:13.317 INFO  ProgressMeter -    chr1H_1:250559460            184.6               2139870          11593.4
17:01:24.302 INFO  ProgressMeter -    chr1H_1:251130250            184.8               2142040          11593.7
17:01:34.352 INFO  ProgressMeter -    chr1H_1:251205663            184.9               2142440          11585.4
17:01:44.761 INFO  ProgressMeter -    chr1H_1:251714660            185.1               2144650          11586.4
17:01:54.764 INFO  ProgressMeter -    chr1H_1:251801583            185.3               2145080          11578.3
17:02:04.767 INFO  ProgressMeter -    chr1H_1:251999986            185.4               2146050          11573.2
17:02:15.118 INFO  ProgressMeter -    chr1H_1:252274004            185.6               2147130          11568.2
17:02:25.143 INFO  ProgressMeter -    chr1H_1:252331386            185.8               2147380          11559.2
17:02:35.176 INFO  ProgressMeter -    chr1H_1:252439538            185.9               2147910          11551.6
17:02:45.289 INFO  ProgressMeter -    chr1H_1:252465643            186.1               2148070          11542.0
17:02:55.976 INFO  ProgressMeter -    chr1H_1:252633356            186.3               2148760          11534.7
17:03:08.816 INFO  ProgressMeter -    chr1H_1:252737843            186.5               2149230          11524.0
17:03:19.122 INFO  ProgressMeter -    chr1H_1:253040208            186.7               2150440          11519.8
17:03:29.287 INFO  ProgressMeter -    chr1H_1:253285555            186.8               2151490          11515.0
17:03:44.464 INFO  ProgressMeter -    chr1H_1:253497943            187.1               2152420          11504.4
17:03:54.793 INFO  ProgressMeter -    chr1H_1:253765938            187.3               2153440          11499.3
17:04:05.050 INFO  ProgressMeter -    chr1H_1:254098077            187.4               2154900          11496.6
17:04:16.652 INFO  ProgressMeter -    chr1H_1:254376669            187.6               2156220          11491.8
17:04:27.910 INFO  ProgressMeter -    chr1H_1:254773816            187.8               2157770          11488.6
17:04:38.896 INFO  ProgressMeter -    chr1H_1:254826654            188.0               2158020          11478.7
17:04:50.071 INFO  ProgressMeter -    chr1H_1:255401403            188.2               2160220          11479.0
17:05:00.089 INFO  ProgressMeter -    chr1H_1:255822869            188.4               2161830          11477.4
17:05:10.139 INFO  ProgressMeter -    chr1H_1:255905797            188.5               2162220          11469.3
17:05:20.882 INFO  ProgressMeter -    chr1H_1:256050923            188.7               2162930          11462.1
17:05:36.016 INFO  ProgressMeter -         chr2H_0:6870            189.0               2164980          11457.7
17:05:47.245 INFO  ProgressMeter -        chr2H_0:15473            189.1               2165020          11446.6
17:05:57.299 INFO  ProgressMeter -       chr2H_0:139015            189.3               2165580          11439.4
17:06:07.899 INFO  ProgressMeter -       chr2H_0:422629            189.5               2166850          11435.4
17:06:25.202 INFO  ProgressMeter -       chr2H_0:427883            189.8               2166880          11418.2
17:06:37.964 INFO  ProgressMeter -       chr2H_0:443359            190.0               2166970          11405.9
17:06:49.327 INFO  ProgressMeter -       chr2H_0:481578            190.2               2167160          11395.5
17:06:59.717 INFO  ProgressMeter -       chr2H_0:483468            190.3               2167170          11385.2
17:07:23.403 INFO  ProgressMeter -       chr2H_0:494287            190.7               2167220          11361.9
17:07:38.155 INFO  ProgressMeter -       chr2H_0:510949            191.0               2167320          11347.8
17:07:49.895 INFO  ProgressMeter -       chr2H_0:568506            191.2               2167590          11337.6
17:08:06.926 INFO  ProgressMeter -       chr2H_0:580866            191.5               2167680          11321.3
17:08:19.204 INFO  ProgressMeter -       chr2H_0:585275            191.7               2167710          11309.4
17:08:30.035 INFO  ProgressMeter -       chr2H_0:601079            191.9               2167780          11299.1
17:08:43.642 INFO  ProgressMeter -       chr2H_0:603756            192.1               2167800          11285.8
17:08:53.780 INFO  ProgressMeter -       chr2H_0:646061            192.3               2168030          11277.1
17:09:04.063 INFO  ProgressMeter -       chr2H_0:804767            192.4               2168710          11270.6
17:09:20.935 INFO  ProgressMeter -      chr2H_0:1103314            192.7               2169960          11260.7
17:09:31.234 INFO  ProgressMeter -      chr2H_0:1195277            192.9               2170360          11252.7
17:09:46.115 INFO  ProgressMeter -      chr2H_0:1229696            193.1               2170530          11239.1
17:09:56.991 INFO  ProgressMeter -      chr2H_0:1291526            193.3               2170760          11229.8
17:10:07.087 INFO  ProgressMeter -      chr2H_0:1297675            193.5               2170800          11220.2
17:10:17.453 INFO  ProgressMeter -      chr2H_0:1323402            193.6               2170940          11210.9
17:10:38.763 INFO  ProgressMeter -      chr2H_0:1463257            194.0               2171500          11193.3
17:10:51.430 INFO  ProgressMeter -      chr2H_0:1498681            194.2               2171660          11182.0
17:11:04.524 INFO  ProgressMeter -      chr2H_0:1502352            194.4               2171680          11169.5
17:11:14.670 INFO  ProgressMeter -      chr2H_0:1811380            194.6               2173090          11167.0
17:11:25.212 INFO  ProgressMeter -      chr2H_0:1934961            194.8               2173640          11159.8
17:11:35.551 INFO  ProgressMeter -      chr2H_0:2036292            194.9               2174160          11152.6
17:11:48.817 INFO  ProgressMeter -      chr2H_0:2271560            195.2               2175300          11145.8
17:12:00.706 INFO  ProgressMeter -      chr2H_0:2353900            195.4               2175700          11136.6
17:12:11.353 INFO  ProgressMeter -      chr2H_0:2466355            195.5               2176160          11128.8
17:12:23.066 INFO  ProgressMeter -      chr2H_0:2509419            195.7               2176380          11118.8
17:12:33.090 INFO  ProgressMeter -      chr2H_0:2580897            195.9               2176760          11111.3
17:12:43.790 INFO  ProgressMeter -      chr2H_0:2694281            196.1               2177290          11103.9
17:12:54.045 INFO  ProgressMeter -      chr2H_0:2919424            196.3               2178300          11099.4
17:13:05.182 INFO  ProgressMeter -      chr2H_0:3358429            196.4               2180110          11098.1
17:13:23.857 INFO  ProgressMeter -      chr2H_0:3423722            196.8               2180420          11082.1
17:13:34.104 INFO  ProgressMeter -      chr2H_0:3526485            196.9               2180900          11074.9
17:13:44.120 INFO  ProgressMeter -      chr2H_0:3848883            197.1               2182200          11072.1
17:13:54.130 INFO  ProgressMeter -      chr2H_0:4380484            197.3               2184500          11074.4
17:14:05.403 INFO  ProgressMeter -      chr2H_0:4744879            197.4               2185930          11071.1
17:14:16.159 INFO  ProgressMeter -      chr2H_0:5064842            197.6               2187220          11067.6
17:14:26.180 INFO  ProgressMeter -      chr2H_0:5098699            197.8               2187450          11059.4
17:14:36.529 INFO  ProgressMeter -      chr2H_0:5122372            198.0               2187570          11050.4
17:14:46.629 INFO  ProgressMeter -      chr2H_0:5333391            198.1               2188600          11046.2
17:14:56.631 INFO  ProgressMeter -      chr2H_0:5580343            198.3               2189660          11042.3
17:15:07.668 INFO  ProgressMeter -      chr2H_0:5737612            198.5               2190290          11035.2
17:15:27.362 INFO  ProgressMeter -      chr2H_0:6282003            198.8               2192490          11028.1
17:15:39.819 INFO  ProgressMeter -      chr2H_0:6378016            199.0               2192970          11019.0
17:15:53.040 INFO  ProgressMeter -      chr2H_0:8297636            199.2               2199720          11040.7
17:16:03.327 INFO  ProgressMeter -      chr2H_0:8571130            199.4               2200980          11037.5
17:16:15.201 INFO  ProgressMeter -      chr2H_0:8604965            199.6               2201160          11027.5
17:16:29.075 INFO  ProgressMeter -      chr2H_0:8754415            199.8               2201900          11018.4
17:16:42.212 INFO  ProgressMeter -      chr2H_0:8890142            200.1               2202630          11010.0
17:16:52.906 INFO  ProgressMeter -      chr2H_0:8943124            200.2               2202920          11001.6
17:17:02.920 INFO  ProgressMeter -      chr2H_0:9258051            200.4               2204130          10998.5
17:17:14.534 INFO  ProgressMeter -      chr2H_0:9270550            200.6               2204180          10988.1
17:17:25.382 INFO  ProgressMeter -      chr2H_0:9310317            200.8               2204330          10979.0
17:17:36.192 INFO  ProgressMeter -      chr2H_0:9603350            201.0               2205400          10974.5
17:17:49.616 INFO  ProgressMeter -      chr2H_0:9676009            201.2               2205690          10963.7
17:18:00.585 INFO  ProgressMeter -     chr2H_0:10197169            201.4               2207620          10963.3
17:18:17.169 INFO  ProgressMeter -     chr2H_0:10470037            201.6               2208670          10953.5
17:18:31.557 INFO  ProgressMeter -     chr2H_0:10525731            201.9               2208920          10941.8
17:18:42.333 INFO  ProgressMeter -     chr2H_0:10573654            202.1               2209170          10933.3
17:18:56.904 INFO  ProgressMeter -     chr2H_0:10634737            202.3               2209460          10921.6
17:19:07.034 INFO  ProgressMeter -     chr2H_0:10641612            202.5               2209520          10912.8
17:19:17.928 INFO  ProgressMeter -     chr2H_0:10714413            202.7               2209880          10904.8
17:19:33.601 INFO  ProgressMeter -     chr2H_0:10958334            202.9               2210980          10896.1
17:19:43.792 INFO  ProgressMeter -     chr2H_0:11107921            203.1               2211680          10890.5
17:19:53.947 INFO  ProgressMeter -     chr2H_0:11229046            203.3               2212230          10884.1
17:20:08.226 INFO  ProgressMeter -     chr2H_0:11235952            203.5               2212280          10871.6
17:20:18.668 INFO  ProgressMeter -     chr2H_0:11407988            203.7               2213000          10865.9
17:20:28.829 INFO  ProgressMeter -     chr2H_0:11459732            203.8               2213270          10858.2
17:20:40.532 INFO  ProgressMeter -     chr2H_0:11542365            204.0               2213650          10849.7
17:20:52.367 INFO  ProgressMeter -     chr2H_0:11769773            204.2               2214530          10843.5
17:21:02.876 INFO  ProgressMeter -     chr2H_0:11989217            204.4               2215590          10839.4
17:21:14.322 INFO  ProgressMeter -     chr2H_0:12018192            204.6               2215760          10830.1
17:21:28.800 INFO  ProgressMeter -     chr2H_0:12036534            204.8               2215860          10817.8
17:21:39.158 INFO  ProgressMeter -     chr2H_0:12074702            205.0               2216060          10809.7
17:21:49.789 INFO  ProgressMeter -     chr2H_0:12109195            205.2               2216260          10801.3
17:22:00.614 INFO  ProgressMeter -     chr2H_0:12111363            205.4               2216280          10792.0
17:22:11.070 INFO  ProgressMeter -     chr2H_0:12119740            205.5               2216320          10783.0
17:22:21.290 INFO  ProgressMeter -     chr2H_0:12192327            205.7               2216730          10776.1
17:22:32.017 INFO  ProgressMeter -     chr2H_0:12204994            205.9               2216800          10767.0
17:22:42.946 INFO  ProgressMeter -     chr2H_0:12213345            206.1               2216850          10757.8
17:22:53.094 INFO  ProgressMeter -     chr2H_0:12225641            206.2               2216930          10749.3
17:23:03.117 INFO  ProgressMeter -     chr2H_0:12259326            206.4               2217100          10741.5
17:23:13.667 INFO  ProgressMeter -     chr2H_0:12384170            206.6               2217590          10734.7
17:23:25.924 INFO  ProgressMeter -     chr2H_0:12404831            206.8               2217700          10724.6
17:23:41.575 INFO  ProgressMeter -     chr2H_0:12442378            207.0               2217830          10711.7
17:23:52.686 INFO  ProgressMeter -     chr2H_0:12511562            207.2               2218170          10703.8
17:24:05.323 INFO  ProgressMeter -     chr2H_0:12559343            207.4               2218400          10694.0
17:24:15.730 INFO  ProgressMeter -     chr2H_0:12623788            207.6               2218650          10686.3
17:24:25.804 INFO  ProgressMeter -     chr2H_0:12725509            207.8               2219130          10680.0
17:24:36.614 INFO  ProgressMeter -     chr2H_0:12795231            208.0               2219500          10672.5
17:24:47.218 INFO  ProgressMeter -     chr2H_0:13035143            208.1               2220550          10668.5
17:25:15.923 INFO  ProgressMeter -     chr2H_0:13044297            208.6               2220600          10644.3
17:25:27.182 INFO  ProgressMeter -     chr2H_0:13048664            208.8               2220630          10634.8
17:26:01.032 INFO  ProgressMeter -     chr2H_0:13053925            209.4               2220660          10606.3
17:26:12.834 INFO  ProgressMeter -     chr2H_0:13418732            209.6               2221980          10602.7
17:26:22.868 INFO  ProgressMeter -     chr2H_0:14053228            209.7               2224330          10605.4
17:26:39.875 INFO  ProgressMeter -     chr2H_0:15189113            210.0               2228480          10610.9
17:26:50.587 INFO  ProgressMeter -     chr2H_0:15270950            210.2               2228880          10603.8
17:27:01.700 INFO  ProgressMeter -     chr2H_0:15326537            210.4               2229170          10595.8
17:27:12.558 INFO  ProgressMeter -     chr2H_0:15478743            210.6               2229860          10590.0
17:27:23.815 INFO  ProgressMeter -     chr2H_0:15600937            210.8               2230350          10582.9
17:27:33.871 INFO  ProgressMeter -     chr2H_0:15689385            210.9               2230810          10576.6
17:27:43.979 INFO  ProgressMeter -     chr2H_0:16070456            211.1               2232400          10575.7
17:27:55.238 INFO  ProgressMeter -     chr2H_0:16162245            211.3               2232810          10568.3
17:28:07.801 INFO  ProgressMeter -     chr2H_0:16224132            211.5               2233130          10559.3
17:28:17.817 INFO  ProgressMeter -     chr2H_0:16534092            211.7               2234400          10557.0
17:28:35.784 INFO  ProgressMeter -     chr2H_0:16606154            212.0               2234700          10543.5
17:28:46.110 INFO  ProgressMeter -     chr2H_0:16667752            212.1               2235000          10536.4
17:28:57.063 INFO  ProgressMeter -     chr2H_0:16813235            212.3               2235670          10530.5
17:29:07.172 INFO  ProgressMeter -     chr2H_0:16885400            212.5               2236020          10523.8
17:29:17.189 INFO  ProgressMeter -     chr2H_0:17048545            212.6               2236880          10519.5
17:29:28.607 INFO  ProgressMeter -     chr2H_0:17157814            212.8               2237380          10512.5
17:29:38.609 INFO  ProgressMeter -     chr2H_0:17228747            213.0               2237730          10505.9
17:29:49.409 INFO  ProgressMeter -     chr2H_0:17554126            213.2               2239120          10503.6
17:29:59.919 INFO  ProgressMeter -     chr2H_0:17668624            213.4               2239670          10497.5
17:30:09.950 INFO  ProgressMeter -     chr2H_0:17938405            213.5               2240960          10495.3
17:30:21.124 INFO  ProgressMeter -     chr2H_0:18123071            213.7               2241830          10490.3
17:30:31.840 INFO  ProgressMeter -     chr2H_0:18145777            213.9               2241960          10482.1
17:30:43.580 INFO  ProgressMeter -     chr2H_0:18212682            214.1               2242230          10473.8
17:30:56.253 INFO  ProgressMeter -     chr2H_0:18216434            214.3               2242250          10463.6
17:31:09.433 INFO  ProgressMeter -     chr2H_0:18243743            214.5               2242400          10453.5
17:31:19.441 INFO  ProgressMeter -     chr2H_0:18599120            214.7               2243770          10451.8
17:31:30.918 INFO  ProgressMeter -     chr2H_0:19024336            214.9               2245430          10450.2
17:31:40.947 INFO  ProgressMeter -     chr2H_0:19175476            215.0               2246140          10445.4
17:31:50.955 INFO  ProgressMeter -     chr2H_0:19397345            215.2               2247210          10442.3
17:32:01.474 INFO  ProgressMeter -     chr2H_0:19584622            215.4               2248050          10437.7
17:32:11.866 INFO  ProgressMeter -     chr2H_0:19877726            215.6               2249300          10435.1
17:32:22.127 INFO  ProgressMeter -     chr2H_0:19954565            215.7               2249630          10428.3
17:32:32.353 INFO  ProgressMeter -     chr2H_0:20167604            215.9               2250700          10425.1
17:32:48.441 INFO  ProgressMeter -     chr2H_0:20825782            216.2               2253070          10423.1
17:33:11.181 INFO  ProgressMeter -     chr2H_0:21032998            216.5               2253890          10408.6
17:33:21.196 INFO  ProgressMeter -     chr2H_0:21190008            216.7               2254690          10404.3
17:33:31.237 INFO  ProgressMeter -     chr2H_0:21285220            216.9               2255170          10398.5
17:33:41.241 INFO  ProgressMeter -     chr2H_0:21486744            217.0               2256150          10395.0
17:33:52.021 INFO  ProgressMeter -     chr2H_0:21811927            217.2               2257680          10393.5
17:34:02.094 INFO  ProgressMeter -     chr2H_0:22049707            217.4               2258820          10390.7
17:34:12.989 INFO  ProgressMeter -     chr2H_0:22495734            217.6               2260640          10390.4
17:34:23.039 INFO  ProgressMeter -     chr2H_0:22731635            217.7               2261570          10386.7
17:34:33.040 INFO  ProgressMeter -     chr2H_0:23118573            217.9               2262990          10385.2
17:34:43.126 INFO  ProgressMeter -     chr2H_0:23151686            218.1               2263170          10378.1
17:34:53.479 INFO  ProgressMeter -     chr2H_0:23159106            218.2               2263220          10370.1
17:35:16.583 INFO  ProgressMeter -     chr2H_0:23276636            218.6               2263700          10354.0
17:35:27.892 INFO  ProgressMeter -     chr2H_0:23564451            218.8               2265000          10351.0
17:35:38.044 INFO  ProgressMeter -     chr2H_0:23620232            219.0               2265310          10344.4
17:35:49.342 INFO  ProgressMeter -     chr2H_0:23757351            219.2               2265950          10338.5
17:36:02.701 INFO  ProgressMeter -     chr2H_0:23905431            219.4               2266550          10330.7
17:36:12.715 INFO  ProgressMeter -     chr2H_0:24335783            219.6               2268140          10330.1
17:36:22.741 INFO  ProgressMeter -     chr2H_0:24652873            219.7               2269520          10328.5
17:36:32.768 INFO  ProgressMeter -     chr2H_0:24869154            219.9               2270500          10325.1
17:36:46.830 INFO  ProgressMeter -     chr2H_0:24913600            220.1               2270720          10315.2
17:36:57.584 INFO  ProgressMeter -     chr2H_0:25043000            220.3               2271360          10309.7
17:37:07.587 INFO  ProgressMeter -     chr2H_0:25350741            220.5               2272680          10307.9
17:37:17.690 INFO  ProgressMeter -     chr2H_0:25451312            220.6               2273130          10302.0
17:37:32.583 INFO  ProgressMeter -     chr2H_0:25802628            220.9               2274760          10297.8
17:37:42.643 INFO  ProgressMeter -     chr2H_0:25932384            221.1               2275400          10292.9
17:37:52.800 INFO  ProgressMeter -     chr2H_0:26035640            221.2               2275920          10287.4
17:38:02.812 INFO  ProgressMeter -     chr2H_0:26149376            221.4               2276460          10282.1
17:38:18.156 INFO  ProgressMeter -     chr2H_0:26217840            221.7               2276830          10271.9
17:38:29.265 INFO  ProgressMeter -     chr2H_0:26354350            221.8               2277470          10266.2
17:38:39.311 INFO  ProgressMeter -     chr2H_0:26392829            222.0               2277690          10259.4
17:38:49.314 INFO  ProgressMeter -     chr2H_0:26635162            222.2               2278630          10256.0
17:38:59.326 INFO  ProgressMeter -     chr2H_0:27905663            222.3               2283360          10269.6
17:39:09.940 INFO  ProgressMeter -     chr2H_0:28078541            222.5               2284090          10264.7
17:39:19.975 INFO  ProgressMeter -     chr2H_0:28188942            222.7               2284620          10259.3
17:39:31.277 INFO  ProgressMeter -     chr2H_0:28233689            222.9               2284870          10251.8
17:39:43.467 INFO  ProgressMeter -     chr2H_0:28309136            223.1               2285200          10243.9
17:39:53.560 INFO  ProgressMeter -     chr2H_0:28494753            223.2               2286050          10240.0
17:40:12.368 INFO  ProgressMeter -     chr2H_0:28573287            223.6               2286480          10227.6
17:40:24.610 INFO  ProgressMeter -     chr2H_0:28771359            223.8               2287380          10222.3
17:40:35.168 INFO  ProgressMeter -     chr2H_0:28903384            223.9               2287880          10216.5
17:40:45.169 INFO  ProgressMeter -     chr2H_0:29383460            224.1               2289550          10216.3
17:40:55.558 INFO  ProgressMeter -     chr2H_0:29943010            224.3               2291740          10218.2
17:41:05.589 INFO  ProgressMeter -     chr2H_0:30061141            224.4               2292330          10213.2
17:41:16.423 INFO  ProgressMeter -     chr2H_0:30362072            224.6               2293610          10210.7
17:41:26.637 INFO  ProgressMeter -     chr2H_0:30635069            224.8               2294790          10208.2
17:41:37.971 INFO  ProgressMeter -     chr2H_0:30882487            225.0               2295930          10204.7
17:41:48.623 INFO  ProgressMeter -     chr2H_0:30969589            225.2               2296300          10198.3
17:41:59.169 INFO  ProgressMeter -     chr2H_0:31268609            225.3               2297650          10196.4
17:42:10.480 INFO  ProgressMeter -     chr2H_0:31660377            225.5               2299340          10195.3
17:42:20.716 INFO  ProgressMeter -     chr2H_0:31774374            225.7               2299830          10189.8
17:42:30.782 INFO  ProgressMeter -     chr2H_0:32035430            225.9               2301100          10187.9
17:42:40.816 INFO  ProgressMeter -     chr2H_0:32318487            226.0               2302350          10185.8
